Friday,21,March,2025,15:18:41:10918-VCID:2F3CCDF65B1FE61226D-807B,VCDS Version: Release 25.3.0 (arm64),Data version: 20250311 DS365.0,,,,,,,,,
,719.75,2093,41.5,1808,69.3,719.89,2093,2238.5,2008.6,83.1,719.61,2070,261,11.76,261
,720.18,2116,49.7,1816,69.3,720.3,2139,2407.9,2299,76.5,720.03,2116,297,13.65,303
,720.57,2162,52.4,1808,69.3,720.69,2185,2432.1,2553.1,60,720.44,2162,333,15.75,336
,720.94,2208,53,1808,69.3,721.07,2208,1984.4,2589.4,34.9,720.82,2208,342,16.59,354
,721.32,2208,21.7,1472,69.3,721.44,2208,1210,1911.8,36.1,721.19,2208,186,9.24,156
,721.72,2162,2.2,704,69.3,721.86,2208,1052.7,1452,97.6,721.58,2208,36,1.68,24
,722.1,2185,0.3,424,69.3,722.23,2185,1052.7,1391.5,97.6,721.98,2208,0,0,0
,722.47,2185,0,472,69.3,722.6,2162,1052.7,1367.3,97.6,722.35,2185,0,0,0
,722.86,2139,0,1336,69.3,722.99,2139,1052.7,1355.2,97.6,722.74,2162,0,0,0
,723.27,2116,0,1496,69.3,723.41,2093,1040.6,1331,98,723.13,2116,0,0,0
,723.68,2070,0,1488,69.3,723.8,2070,1040.6,1318.9,98,723.55,2093,0,0,0
,724.07,2093,0,1304,69.3,724.21,2093,1040.6,1306.8,98,723.94,2093,0,0,0
,724.48,2070,0,1272,69.3,724.62,2070,1040.6,1306.8,98,724.33,2070,0,0,0
,724.86,2070,1.1,776,69.3,725,2070,1052.7,1294.7,94.5,724.73,2070,3,0,3
,725.27,2070,4.7,688,69.3,725.41,2093,1246.3,1318.9,76.5,725.14,2047,18,0.84,12
,725.69,2070,13.5,928,69.3,725.83,2070,1258.4,1343.1,71,725.55,2070,81,3.78,99
,726.11,2093,15.6,1280,69.3,726.25,2093,1318.9,1355.2,69.8,725.97,2070,93,4.2,93
,726.54,2093,17.6,1320,69.3,726.67,2116,1367.3,1379.4,68.2,726.39,2093,108,5.04,111
,726.94,2116,25.3,1760,69.3,727.08,2116,1597.2,1439.9,80.4,726.81,2116,150,6.72,162
,727.36,2139,26.4,1800,69.3,727.5,2139,1633.5,1585.1,72.9,727.22,2116,171,7.77,171
,727.77,2139,30.2,1808,69.3,727.91,2162,1742.4,1681.9,74.5,727.64,2139,180,8.4,183
,728.17,2162,30.7,1816,69.3,728.32,2162,1730.3,1802.9,62.4,728.05,2162,198,9.24,198
,728.57,2185,26.4,1680,69.3,728.71,2185,1512.5,1730.3,45.5,728.44,2185,183,8.61,180
,728.96,2185,20,1432,69.3,729.1,2185,1343.1,1500.4,52.9,728.83,2185,144,6.93,144
,729.38,2185,17.6,1304,69.3,729.52,2185,1331,1343.1,66.7,729.24,2185,111,5.25,111
,729.8,2185,14.3,1032,69.3,729.94,2185,1282.6,1306.8,69,729.68,2185,93,4.62,93
,730.21,2185,15.1,1144,69.3,730.35,2185,1306.8,1306.8,69,730.08,2185,93,4.41,90
,730.61,2185,15.6,1200,69.3,730.76,2185,1306.8,1318.9,67.5,730.49,2185,99,4.83,99
,731.02,2162,17.3,1288,69.3,731.14,2185,1355.2,1331,66.7,730.88,2185,105,4.83,105
,731.41,2162,20,1472,69.3,731.55,2162,1464.1,1355.2,72.2,731.27,2185,123,5.67,120
,731.83,2185,24.2,1648,69.3,731.97,2185,1548.8,1452,68.2,731.69,2185,153,7.14,156
,732.22,2185,20.9,1504,69.3,732.35,2185,1391.5,1512.5,49.4,732.1,2185,147,6.93,144
,732.63,2185,18.9,1440,69.3,732.77,2185,1367.3,1403.6,59.2,732.49,2185,129,6.09,129
,733.04,2185,16.5,1232,69.3,733.17,2185,1318.9,1343.1,65.5,732.91,2185,114,5.67,117
,733.43,2185,17.3,1320,69.3,733.57,2185,1355.2,1318.9,67.5,733.3,2185,108,5.04,108
,733.85,2185,16.7,1296,69.3,733.98,2185,1294.7,1343.1,65.1,733.7,2185,117,5.46,117
,734.27,2162,11.8,936,69.3,734.41,2162,1210,1318.9,64.3,734.13,2185,81,3.99,81
,734.69,2162,9.1,872,69.3,734.83,2139,1173.7,1258.4,65.9,734.55,2162,66,3.15,66
,735.11,2162,10.4,896,69.3,735.25,2139,1210,1222.1,70.6,734.97,2139,57,2.73,57
,735.52,2116,14.3,1048,69.3,735.66,2116,1355.2,1234.2,73.3,735.39,2116,72,3.36,72
,735.91,2116,22.5,1576,69.3,736.04,2116,1560.9,1306.8,81.2,735.79,2093,129,5.88,141
,736.3,2116,24.7,1680,69.3,736.43,2116,1427.8,1452,55.7,736.16,2116,165,7.35,168
,736.69,2093,21.4,1464,69.3,736.82,2093,1476.2,1452,63.9,736.55,2093,138,6.3,135
,737.08,2116,31.6,1800,69.3,737.22,2116,1839.2,1500.4,89,736.94,2116,171,7.77,174
,737.49,2139,36.5,1808,69.3,737.63,2139,1851.3,1790.8,66.3,737.35,2116,228,10.5,234
,737.88,2116,29.9,1752,70.2,738.02,2139,1657.7,1815,46.3,737.75,2139,201,9.45,204
,738.28,2162,31.6,1776,70.2,738.43,2162,1790.8,1645.6,72.5,738.16,2139,195,9.03,186
,738.71,2185,32.1,1784,69.3,738.84,2185,1669.8,1730.3,51.8,738.57,2162,210,9.87,210
,739.13,2185,18.7,1304,70.2,739.27,2185,1343.1,1524.6,46.7,738.99,2162,150,6.93,159
,739.55,2185,17.3,1304,69.3,739.71,2185,1318.9,1331,62.7,739.41,2185,114,5.46,111
,739.97,2185,12.4,976,70.2,740.11,2185,1185.8,1282.6,62,739.83,2185,93,4.62,93
,740.36,2185,8,792,70.2,740.49,2185,1149.5,1222.1,64.3,740.24,2185,54,2.52,51
,740.77,2162,5.8,696,70.2,740.89,2162,1113.2,1222.1,88.2,740.63,2162,39,1.89,39
,741.17,2162,1.9,568,69.3,741.31,2139,1076.9,1258.4,93.7,741.03,2116,24,1.26,18
,741.58,2139,0.3,416,70.2,741.71,2139,1052.7,1258.4,97.6,741.44,2139,9,0.42,12
,741.96,2116,0,400,70.2,742.1,2116,1040.6,1282.6,97.6,741.83,2139,0,0,0
,742.36,2093,0,400,70.2,742.5,2093,1040.6,1282.6,98,742.22,2116,0,0,0
,742.75,2093,0,880,70.2,742.88,2070,1040.6,1294.7,98,742.63,2093,0,0,0
,743.14,2070,0,1496,70.2,743.27,2070,1040.6,1282.6,98,743,2070,0,0,0
,743.54,2047,0,1456,70.2,743.66,2047,1028.5,1282.6,98,743.39,2047,0,0,0
,743.91,2024,0,1496,70.2,744.05,2001,1028.5,1282.6,98,743.78,2024,0,0,0
,744.33,2001,0,1008,70.2,744.47,1978,1028.5,1270.5,98,744.19,2001,0,0,0
,744.74,1955,0,1520,70.2,744.88,1955,1016.4,1270.5,98.4,744.59,1955,0,0,0
,745.14,1909,0,1512,70.2,745.27,1909,1016.4,1258.4,98.4,745.02,1932,0,0,0
,745.54,1863,0,1392,70.2,745.66,1863,1016.4,1246.3,98.4,745.41,1886,0,0,0
,745.94,1817,0,1496,70.2,746.06,1817,1004.3,1234.2,98.8,745.8,1840,0,0,0
,746.33,1794,0,1320,70.2,746.46,1794,1004.3,1222.1,98.8,746.19,1794,0,0,0
,746.72,1748,0,1400,70.2,746.86,1725,1004.3,1210,98.8,746.6,1771,0,0,0
,747.13,1702,0,1472,70.2,747.25,1679,1004.3,1197.9,98.8,746.99,1702,0,0,0
,747.52,1656,0,1488,70.2,747.66,1656,1004.3,1185.8,98.8,747.4,1679,0,0,0
,747.91,1633,0,1496,70.2,748.03,1610,1004.3,1185.8,98.8,747.79,1633,0,0,0
,748.31,1610,0,1000,70.2,748.44,1610,1004.3,1173.7,98.8,748.17,1610,0,0,0
,748.72,1587,0,1384,70.2,748.83,1587,1004.3,1161.6,98.8,748.57,1610,0,0,0
,749.1,1587,0,1464,70.2,749.22,1564,1004.3,1161.6,98.8,748.98,1587,0,0,0
,749.47,1564,1.6,864,70.2,749.6,1564,1028.5,1149.5,95.3,749.35,1564,0,0,0
,749.87,1587,7.4,608,70.2,749.99,1564,1076.9,1173.7,84.3,749.74,1564,36,1.05,42
,750.27,1541,11.3,656,70.2,750.39,1564,1161.6,1197.9,83.1,750.13,1541,57,1.89,60
,750.66,1541,20.3,1136,70.2,750.8,1564,1343.1,1234.2,94.5,750.52,1564,111,3.78,117
,751.08,1564,26.9,1352,70.2,751.22,1564,1476.2,1331,92.9,750.94,1564,159,5.46,168
,751.51,1564,29.1,1432,70.2,751.63,1564,1464.1,1415.7,92.2,751.36,1564,180,6.3,180
,751.88,1587,23.9,1296,70.2,752,1587,1258.4,1464.1,61.2,751.75,1564,174,6.09,171
,752.27,1587,15.6,928,70.2,752.39,1587,1113.2,1343.1,64.7,752.14,1587,111,3.78,108
,752.68,1587,7.1,656,70.2,752.81,1564,1016.4,1222.1,96.5,752.53,1587,63,2.1,57
,753.09,1564,3,472,70.2,753.23,1564,1004.3,1185.8,98.4,752.95,1564,15,0.63,18
,753.47,1541,0.3,344,70.2,753.6,1541,1004.3,1161.6,98.8,753.35,1541,3,0,0
,753.87,1518,0,328,70.2,754,1518,1004.3,1149.5,98.8,753.73,1541,0,0,0
,754.25,1518,0,584,70.2,754.38,1495,1004.3,1137.4,98.8,754.13,1518,0,0,0
,754.64,1495,0,408,70.2,754.78,1472,1004.3,1137.4,98.8,754.5,1495,0,0,0
,755.07,1449,0,336,70.2,755.19,1334,1004.3,1125.3,98.8,754.93,1472,0,0,0
,755.46,1012,0,296,70.2,755.58,897,1004.3,1125.3,100,755.32,1173,0,0,0
,755.83,943,3,296,70.2,755.96,1035,1004.3,1089,100,755.71,874,36,0.63,0
,756.21,1357,0,304,70.2,756.33,1541,1004.3,1052.7,98.8,756.08,1196,0,0,0
,756.6,1794,0,368,70.2,756.73,1771,1004.3,1089,98.8,756.46,1702,0,0,0
,756.99,1748,0,400,70.2,757.11,1748,1004.3,1137.4,98.8,756.85,1771,0,0,0
,757.38,1702,0,336,70.2,757.5,1702,1004.3,1161.6,98.8,757.25,1725,0,0,0
,757.77,1679,0,344,70.2,757.9,1656,1004.3,1173.7,98.8,757.64,1679,0,0,0
,758.15,1633,0,384,70.2,758.28,1610,1004.3,1173.7,98.8,758.02,1656,0,0,0
,758.55,1587,0,368,70.2,758.67,1564,1004.3,1161.6,98.8,758.43,1610,0,0,0
,758.94,1541,0,360,70.2,759.07,1518,1004.3,1161.6,98.8,758.81,1564,0,0,0
,759.33,1495,0,352,70.2,759.47,1472,1004.3,1149.5,98.8,759.19,1518,0,0,0
,759.76,1311,0,336,70.2,759.88,1150,1004.3,1137.4,100,759.61,1426,0,0,0
,760.14,897,6,312,70.2,760.27,897,1004.3,1113.2,100,760.02,966,6,0,0
,760.55,920,6,312,70.2,760.68,920,1004.3,1076.9,100,760.41,897,36,0.63,0
,760.94,897,5.5,312,70.2,761.08,897,1004.3,1064.8,100,760.82,920,33,0.63,0
,761.36,897,5.5,320,70.2,761.49,897,1004.3,1052.7,100,761.22,897,30,0.63,0
,761.77,897,5.5,312,70.2,761.91,897,1004.3,1040.6,100,761.63,897,30,0.63,0
,762.18,897,5.5,320,70.2,762.3,897,1004.3,1040.6,100,762.03,897,30,0.63,0
,762.55,897,5.5,320,70.2,762.69,897,1004.3,1040.6,100,762.42,897,30,0.63,0
,762.97,897,5.5,320,70.2,763.1,897,1004.3,1040.6,100,762.83,897,30,0.63,0
,763.38,897,5.5,320,70.2,763.51,897,1004.3,1040.6,100,763.24,897,30,0.63,0
,763.76,897,5.8,328,70.2,763.88,897,1004.3,1040.6,100,763.63,897,30,0.63,0
,764.16,897,5.8,320,70.2,764.28,897,1028.5,1040.6,100,764.01,897,30,0.63,0
,764.53,874,17,344,70.2,764.66,1081,1125.3,1040.6,100,764.41,1058,63,1.47,51
,764.93,1127,19.5,648,70.2,765.05,1242,1185.8,1076.9,99.2,764.8,1104,129,3.15,120
,765.3,1380,20.9,904,70.2,765.44,1495,1282.6,1125.3,95.3,765.18,1334,132,3.78,132
,765.69,1679,23.9,1264,70.2,765.83,1794,1439.9,1234.2,91.8,765.57,1587,147,4.83,153
,766.09,2001,23.1,1608,70.2,766.22,2070,1403.6,1403.6,69.4,765.97,1886,156,6.3,156
,766.5,2300,20.3,1592,70.2,766.63,2369,1415.7,1488.3,59.6,766.36,2185,135,6.3,132
,766.89,2622,24.2,1848,70.2,767.03,2737,1742.4,1524.6,71.4,766.77,2507,132,7.14,132
,767.31,2898,28.3,1816,70.2,767.45,3059,1730.3,1778.7,49,767.17,2829,186,11.55,183
,767.72,3289,26.9,1760,70.2,767.86,3404,1778.7,1839.2,48.2,767.6,3197,171,11.97,171
,768.13,3588,19.2,1496,70.2,768.25,3542,1089,1802.9,22.4,768,3542,165,12.81,162
,768.52,3174,0.8,816,70.2,768.65,2921,1089,1476.2,80.4,768.39,3404,6,0.63,0
,768.92,2185,21.7,592,70.2,769.04,1978,1621.4,1476.2,87.8,768.78,2576,6,0.21,0
,769.29,2093,29.1,1296,70.2,769.41,2185,1887.6,1597.2,89.8,769.17,2093,171,7.56,186
,769.66,2254,38.2,1824,70.2,769.8,2323,2335.3,1839.2,86.7,769.53,2185,240,11.55,246
,770.07,2484,45.6,1800,70.2,770.19,2553,2383.7,2250.6,68.2,769.94,2415,282,14.91,297
,770.46,2714,48.9,1776,70.2,770.58,2806,2383.7,2541,41.6,770.33,2645,306,17.64,318
,770.86,3013,51.3,1784,70.2,770.99,3105,2383.7,2456.3,35.3,770.72,2898,324,20.58,330
,771.26,3289,54.6,1792,70.2,771.38,3381,2335.3,2359.5,30.6,771.11,3197,339,23.94,345
,771.66,3565,54.6,1800,70.2,771.79,3657,2250.6,2299,29.8,771.52,3496,339,26.88,339
,772.06,3703,27.2,1672,70.2,772.2,3611,1089,2020.7,64.7,771.92,3703,279,22.89,240
,772.49,3243,0.8,944,70.2,772.63,2967,1089,1560.9,78.8,772.35,3450,9,0.63,0
,772.88,2392,17,504,70.2,773,2415,1512.5,1524.6,62.4,772.76,2737,0,0,0
,773.27,2415,29.6,1272,70.2,773.41,2438,1827.1,1681.9,74.5,773.15,2415,171,8.82,180
,773.68,2461,36.8,1816,70.2,773.81,2507,2117.5,1960.2,78.8,773.55,2461,216,11.55,222
,774.09,2553,37.9,1792,70.2,774.23,2576,2129.6,2299,58,773.95,2507,243,13.44,249
,774.47,2599,41.5,1800,70.2,774.6,2622,2311.1,2347.4,60.4,774.35,2576,258,14.49,261
,774.86,2691,45.6,1800,70.2,774.99,2714,2371.6,2456.3,48.2,774.72,2645,288,16.59,294
,775.26,2783,50.2,1800,70.2,775.38,2806,2407.9,2504.7,40.4,775.11,2737,315,18.48,321
,775.66,2898,55.2,1776,70.2,775.82,2944,2432.1,2504.7,31.4,775.52,2852,342,21.42,354
,776.08,2990,46.4,1832,70.2,776.22,3013,2202.2,2274.8,37.3,775.94,2967,330,21.84,333
,776.49,3036,31.8,1744,70.2,776.63,3013,1282.6,1923.9,29.4,776.35,3013,258,17.22,246
,776.9,2760,1.1,1232,70.2,777.02,2553,1089,1536.7,94.1,776.75,2967,12,1.26,0
,777.29,2024,0.5,456,70.2,777.43,2070,1040.6,1488.3,98,777.15,2346,0,0,0
,777.67,2047,0,400,70.2,777.81,2047,1028.5,1403.6,98,777.55,2070,0,0,0
,778.06,2024,0,392,70.2,778.21,2024,1028.5,1367.3,98,777.94,2024,0,0,0
,778.45,2001,0,392,70.2,778.6,2001,1028.5,1331,98,778.33,2001,0,0,0
,778.87,1978,0,400,70.2,779,1955,1028.5,1318.9,98.4,778.74,1978,0,0,0
,779.27,1932,0,392,70.2,779.4,1932,1028.5,1306.8,97.6,779.14,1955,0,0,0
,779.68,1909,2.2,464,70.2,779.81,1909,1052.7,1306.8,91.8,779.53,1932,3,0,3
,780.08,1886,6,704,70.2,780.22,1886,1089,1318.9,88.6,779.94,1909,30,1.26,30
,780.49,1863,6.9,688,70.2,780.61,1863,1089,1343.1,88.6,780.36,1886,39,1.68,39
,780.88,1863,12.1,952,70.2,781,1863,1222.1,1331,71.8,780.75,1863,60,2.31,60
,781.27,1840,16.7,1016,70.2,781.4,1840,1270.5,1294.7,74.9,781.14,1863,96,3.78,99
,781.66,1840,17.3,944,70.2,781.79,1840,1270.5,1306.8,73.7,781.52,1840,111,4.41,114
,782.05,1840,17.6,1288,70.2,782.19,1840,1270.5,1306.8,72.9,781.91,1817,117,4.41,114
,782.44,1840,17.8,1248,70.2,782.57,1840,1270.5,1306.8,72.2,782.32,1840,114,4.41,111
,782.83,1817,17.8,1232,70.2,782.97,1840,1258.4,1306.8,70.2,782.71,1840,114,4.62,114
,783.25,1840,16.5,1152,70.2,783.39,1840,1246.3,1306.8,69.4,783.11,1840,105,4.2,105
,783.64,1840,16.2,1112,70.2,783.79,1840,1246.3,1294.7,69,783.51,1840,105,3.99,105
,784.04,1840,15.9,1104,70.2,784.17,1840,1246.3,1282.6,69,783.91,1840,102,4.2,102
,784.43,1840,16.2,1112,70.2,784.55,1863,1246.3,1282.6,68.6,784.31,1840,102,4.2,102
,784.85,1863,16.2,1088,70.2,784.99,1863,1222.1,1282.6,66.7,784.69,1863,102,4.2,102
,785.25,1863,13.5,944,70.2,785.39,1863,1173.7,1270.5,64.3,785.13,1863,90,3.78,90
,785.67,1863,12.6,928,71.1,785.82,1863,1185.8,1234.2,67.8,785.54,1863,78,3.15,75
,786.09,1886,13.5,976,71.1,786.21,1886,1197.9,1222.1,69,785.95,1863,87,3.57,87
,786.46,1886,13.5,976,71.1,786.58,1886,1197.9,1210,69,786.33,1886,87,3.57,87
,786.85,1886,12.9,952,71.1,786.97,1886,1185.8,1210,68.2,786.72,1886,84,3.36,84
,787.22,1886,12.1,928,71.1,787.36,1886,1173.7,1197.9,67.5,787.09,1886,81,3.36,81
,787.61,1886,12.6,944,71.1,787.74,1886,1222.1,1197.9,71.4,787.49,1886,75,3.15,78
,788,1909,16.2,1176,71.1,788.13,1909,1270.5,1210,71.4,787.88,1886,99,3.99,99
,788.39,1909,17.3,1224,71.1,788.54,1909,1306.8,1246.3,70.6,788.27,1909,108,4.41,108
,788.78,1909,18.7,1280,71.1,788.92,1909,1294.7,1270.5,68.2,788.66,1909,117,4.83,117
,789.2,1909,14.5,1008,71.1,789.33,1909,1197.9,1270.5,63.5,789.06,1909,99,4.2,105
,789.58,1886,5.8,824,71.1,789.71,1863,1016.4,1234.2,98.4,789.46,1886,69,2.73,81
,790,1886,0.3,408,71.1,790.14,1863,1016.4,1222.1,98.4,789.86,1886,0,0,0
,790.43,1863,0,368,71.1,790.55,1840,1016.4,1234.2,98.4,790.28,1863,0,0,0
,790.82,1840,0,912,71.1,790.96,1840,1016.4,1222.1,98.8,790.67,1840,0,0,0
,791.22,1817,0,1480,71.1,791.35,1817,1004.3,1222.1,98.8,791.08,1817,0,0,0
,791.63,1794,0,1480,71.1,791.75,1794,1004.3,1222.1,98.8,791.49,1817,0,0,0
,792.04,1771,0,1488,71.1,792.17,1771,1004.3,1222.1,98.8,791.89,1771,0,0,0
,792.44,1748,0,1360,71.1,792.58,1748,1004.3,1210,98.8,792.32,1771,0,0,0
,792.85,1725,4.1,1032,71.1,792.98,1725,1089,1210,90.6,792.7,1748,6,0.21,9
,793.27,1725,12.6,1072,71.1,793.41,1725,1306.8,1246.3,87.8,793.13,1748,54,2.1,72
,793.68,1748,27.2,1608,71.1,793.82,1748,1645.6,1318.9,91.4,793.55,1725,147,5.25,153
,794.07,1748,33.2,1728,71.1,794.19,1748,1718.2,1476.2,90.2,793.94,1725,210,7.98,210
,794.45,1794,33.5,1728,71.1,794.58,1794,1754.5,1621.4,90.2,794.32,1771,213,8.4,216
,794.85,1817,34.6,1648,71.1,794.98,1794,1766.6,1730.3,87.5,794.72,1817,216,8.61,222
,795.23,1817,36,1720,71.1,795.35,1840,1851.3,1827.1,86.7,795.1,1817,228,9.03,228
,795.6,1840,39.3,1720,71.1,795.72,1863,1936,1911.8,84.7,795.48,1840,243,9.87,243
,796,1886,39.3,1728,71.1,796.14,1909,1923.9,2008.6,76.5,795.86,1863,249,10.29,249
,796.42,1909,33.5,1696,71.1,796.57,1909,1609.3,1972.3,47.8,796.28,1909,234,9.87,240
,796.83,1932,23.9,1496,71.1,796.96,1932,1355.2,1645.6,42.4,796.69,1932,174,7.35,165
,797.21,1932,16.7,1168,71.1,797.33,1932,1210,1403.6,52.9,797.08,1932,123,5.25,123
,797.6,1932,8.2,760,71.1,797.72,1932,1076.9,1246.3,89,797.46,1932,75,3.15,72
,797.99,1932,0,400,71.1,798.13,1932,1016.4,1222.1,98.4,797.85,1909,24,0.84,18
,798.4,1932,0,384,71.1,798.52,1932,1016.4,1234.2,98.4,798.27,1932,0,0,0
,798.78,1932,0,376,71.1,798.91,1932,1016.4,1234.2,98.4,798.66,1932,0,0,0
,799.18,1932,0,1056,71.1,799.32,1932,1016.4,1246.3,98.4,799.05,1932,0,0,0
,799.59,1932,0,1480,71.1,799.72,1932,1016.4,1258.4,98.4,799.45,1932,0,0,0
,799.99,1909,0,1496,71.1,800.11,1909,1016.4,1258.4,98.4,799.86,1909,0,0,0
,800.38,1886,0,1384,72,800.52,1863,1016.4,1246.3,98.4,800.25,1886,0,0,0
,800.77,1840,0,1488,72,800.89,1840,1016.4,1246.3,98.8,800.65,1863,0,0,0
,801.18,1794,0,1112,72,801.3,1771,1004.3,1234.2,98.8,801.04,1817,0,0,0
,801.58,1564,0,1480,72,801.72,1380,1004.3,1234.2,98.8,801.44,1748,0,0,0
,802,1012,0,1464,72,802.13,874,1004.3,1185.8,100,801.86,1196,0,0,0
,802.39,1150,0,408,72,802.51,1334,1004.3,1101.1,99.2,802.26,966,3,0,0
,802.76,1725,0,384,72,802.88,1909,1016.4,1089,98.4,802.63,1541,0,0,0
,803.14,2070,0,400,72,803.27,2024,1028.5,1149.5,98,803.02,2139,0,0,0
,803.53,1955,0,392,72,803.68,1932,1016.4,1210,98.4,803.41,2001,0,0,0
,803.94,1863,0,408,72,804.07,1817,1016.4,1234.2,98.8,803.8,1886,0,0,0
,804.33,1725,0,360,72,804.46,1702,1004.3,1222.1,98.8,804.21,1771,0,0,0
,804.72,1656,0,344,72,804.86,1610,1004.3,1210,98.8,804.58,1679,0,0,0
,805.11,1518,0,328,72,805.23,1495,1004.3,1185.8,98.8,805,1564,0,0,0
,805.52,1449,0,336,72,805.65,1426,1004.3,1161.6,98.8,805.38,1472,0,0,0
,805.91,1426,0,336,72,806.04,1426,1004.3,1149.5,98.8,805.79,1426,0,0,0
,806.3,1403,1.1,328,72,806.44,1403,1040.6,1137.4,98.4,806.17,1403,0,0,0
,806.7,1426,6.9,568,72,806.85,1403,1149.5,1149.5,91,806.58,1403,33,1.05,48
,807.1,1449,18.1,1088,72,807.22,1426,1331,1173.7,95.3,806.97,1403,78,2.1,117
,807.49,1449,28.8,1248,72,807.61,1472,1573,1246.3,93.3,807.35,1449,162,5.04,168
,807.89,1495,36,1352,72,808.02,1518,1669.8,1379.4,91.4,807.75,1495,216,6.93,228
,808.27,1564,37.1,1456,72,808.4,1587,1694,1500.4,91,808.15,1541,231,7.98,231
,808.64,1610,36.2,1528,72,808.77,1656,1669.8,1621.4,89.8,808.52,1610,231,8.19,231
,809.02,1679,32.1,1472,72,809.15,1679,1500.4,1694,65.5,808.9,1679,210,7.77,207
,809.39,1702,22.2,1304,72,809.53,1725,1076.9,1585.1,45.9,809.27,1702,177,6.72,168
,809.8,1725,3.8,472,72,809.94,1679,1004.3,1355.2,98.8,809.66,1702,45,1.68,12
,810.19,1702,0.5,368,72,810.33,1702,1004.3,1282.6,98.8,810.08,1702,6,0.21,0
,810.61,1679,0,352,72,810.75,1679,1004.3,1234.2,98.8,810.47,1702,0,0,0
,811.03,1656,0.3,352,72,811.18,1656,1016.4,1210,96.1,810.9,1679,0,0,0
,811.43,1656,4.9,608,72,811.55,1656,1064.8,1210,92.5,811.3,1656,21,0.84,30
,811.82,1633,8.5,680,72,811.94,1656,1137.4,1234.2,79.6,811.69,1656,42,1.47,48
,812.22,1656,21.4,1312,72,812.36,1679,1609.3,1258.4,91.8,812.08,1656,93,3.15,105
,812.63,1725,35.4,1672,72,812.77,1748,1875.5,1403.6,89.8,812.49,1702,201,7.35,210
,813.03,1794,42.3,1792,72,813.17,1840,2178,1645.6,89.8,812.9,1771,255,9.87,261
,813.44,1909,45.8,1832,72,813.57,1955,2250.6,1948.1,87.1,813.32,1886,288,11.97,297
,813.81,2024,46.4,1880,72,813.96,2070,2371.6,2190.1,86.7,813.69,2001,291,12.81,294
,814.22,2139,48.9,1872,72,814.36,2185,2395.8,2432.1,77.6,814.1,2093,312,14.28,315
,814.63,2254,48.9,1856,72,814.75,2277,2407.9,2649.9,61.6,814.49,2208,312,15.12,312
,815.03,2369,49.1,1824,72,815.16,2415,2407.9,2625.7,51,814.89,2323,315,15.96,318
,815.44,2484,48.9,1816,72,815.58,2530,2395.8,2492.6,45.1,815.3,2438,318,17.01,315
,815.83,2599,50.5,1792,72,815.97,2645,2432.1,2420,43.1,815.71,2553,318,17.85,321
,816.22,2737,54.1,1784,72,816.35,2760,2456.3,2456.3,31.8,816.1,2668,339,19.95,348
,816.6,2852,56.3,1792,72,816.74,2898,2444.2,2359.5,32.5,816.47,2806,354,22.05,369
,817.02,2990,56.3,1792,72,817.14,3013,2407.9,2323.2,32.5,816.88,2944,357,23.31,369
,817.41,3082,47.2,1832,72,817.53,3105,1899.7,2286.9,18.8,817.27,3059,348,23.52,354
,817.79,3036,4.9,1400,72,817.93,2875,1089,1742.4,82.7,817.66,3082,168,11.34,150
,818.19,2415,0.3,680,72,818.32,2185,1064.8,1573,97.6,818.06,2668,3,0.21,0
,818.58,2139,0,416,72,818.72,2116,1040.6,1476.2,97.6,818.46,2139,0,0,0
,818.99,2093,0,400,72,819.13,2093,1040.6,1415.7,98,818.86,2093,0,0,0
,819.38,2093,0,400,72,819.5,2070,1040.6,1391.5,98,819.25,2093,0,0,0
,819.77,2047,0,400,72,819.89,2047,1040.6,1367.3,98,819.64,2070,0,0,0
,820.16,2047,0.3,408,72,820.29,2024,1040.6,1355.2,96.9,820.04,2047,0,0,0
,820.53,2024,0.5,424,72,820.67,2001,1028.5,1331,98,820.41,2024,3,0,3
,820.95,2001,0,400,72,821.08,1978,1028.5,1318.9,98,820.82,2001,0,0,0
,821.33,1978,0.3,400,72,821.47,1978,1052.7,1306.8,93.3,821.21,1978,0,0,0
,821.74,1955,6.3,736,72,821.86,1955,1113.2,1331,87.8,821.6,1978,21,1.05,33
,822.13,1978,9.3,800,72,822.27,1955,1197.9,1355.2,67.8,822,1978,48,2.1,51
,822.53,1932,7.7,808,72,822.67,1909,1101.1,1294.7,88.6,822.41,1932,63,2.73,54
,822.96,1909,6.9,704,72,823.09,1909,1076.9,1282.6,89,822.81,1932,42,1.89,42
,823.34,1863,4.1,616,72,823.46,1886,1040.6,1270.5,92.9,823.21,1886,30,1.26,27
,823.71,1863,0.3,456,72,823.85,1840,1016.4,1234.2,98.8,823.58,1863,9,0.42,12
,824.1,1840,0,384,72,824.22,1840,1016.4,1222.1,98.8,823.97,1863,0,0,0
,824.47,1817,0,392,72,824.61,1817,1016.4,1222.1,98.8,824.36,1840,0,0,0
,824.88,1817,0,368,72,825.02,1794,1004.3,1222.1,98.8,824.74,1817,0,0,0
,825.28,1771,0,368,72,825.41,1748,1004.3,1222.1,98.8,825.16,1794,0,0,0
,825.66,1725,0,376,72,825.79,1702,1004.3,1210,98.8,825.54,1748,0,0,0
,826.04,1679,0,328,72,826.16,1656,1004.3,1197.9,98.8,825.92,1679,0,0,0
,826.41,1633,0,376,72,826.53,1610,1004.3,1197.9,98.8,826.28,1656,0,0,0
